Name,Weight Class,Total Fights,Avg Time Elapsed,Wins,Loss,Decision Wins,Dec Losses,KO/TKO Wins,KO/TKO Loss,Sub Win,Sub Loss,Dec%,KO%,Sub%,Finish%,Loss Dec%,Loss KO%,Loss Sub%,Loss Finish%,Strikes Thrown Per Minute,Sig Strikes Per Minute,TDA/Min,TDL/Min,KD/Min,Strikes Thrown Per Minute Difference,Sig Strikes Per Minute Difference,TDA Per Minute Difference,TDL Per Minute Difference,KD Per Minute Difference,Sig Strikes Absorbed per Minute,Takedowns Faced per Minute,Takedowns Suffered per Minute
Max Holloway,FW,4,25,3,1,3,1,0,0,0,0,1,0,0,0,1,0,0,0,17.79,9.49,0.09,0.03,0.00,6.72,5.16,-0.17,-0.07,-0.02,5.67,0.07,0.01
Arnold Allen,FW,4,11.92,3,1,1,1,2,0,0,0,0.33,0.67,0,0.67,1,0,0,0,9.42,3.65,0.11,0.04,0.02,-1.65,-0.68,-0.16,-0.06,0.00,4.66,0.02,0.00
Edson Barboza,FW,4,9.9,2,2,0,1,2,1,0,0,0,1,0,1,0.5,0.5,0,0.5,9.21,4.24,0.00,0.00,0.05,-1.85,-0.09,-0.26,-0.10,0.03,4.87,0.15,0.10
Billy Quarantillo,FW,4,9.95,2,2,0,1,2,1,0,0,0,1,0,1,0.5,0.5,0,0.5,22.10,9.30,0.68,0.13,0.03,11.03,4.97,0.42,0.03,0.01,8.02,0.15,0.05
Dustin Jacoby,LHW,8,12.04,5,3,3,2,2,0,0,0,0.6,0.4,0,0.4,0.67,0,0,0,14.59,6.42,0.16,0.03,0.01,4.92,2.33,-0.09,-0.05,-0.01,4.85,0.31,0.14
Azamat Murzakanov,LHW,3,12.34,3,0,1,0,2,0,0,0,0.33,0.67,0,0.67,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,8.83,4.70,0.30,0.05,0.08,-0.84,0.60,0.05,-0.03,0.06,4.75,0.16,0.03
Tanner Boser,HW,4,9.9,1,3,0,2,1,1,0,0,0,1,0,1,0.67,0.33,0,0.33,11.64,3.66,0.00,0.00,0.03,1.56,-0.43,-0.18,-0.07,0.00,2.15,0.40,0.18
Ion Cutelaba,LHW,6,7.35,2,4,1,0,1,1,0,2,0.5,0.5,0,0.5,0,0.25,0.5,0.75,10.61,4.06,1.00,0.54,0.02,0.94,-0.03,0.75,0.46,0.00,3.24,0.25,0.07
Pedro Munhoz,BW,5,13.63,2,3,2,2,0,0,0,0,1,0,0,0,0.67,0,0,0,11.40,4.83,0.03,0.00,0.03,0.49,0.55,-0.26,-0.10,0.00,5.63,0.21,0.03
Chris Gutierrez,BW,5,10.92,4,1,2,1,2,0,0,0,0.5,0.5,0,0.5,1,0,0,0,9.75,5.37,0.07,0.02,0.06,-1.17,1.09,-0.22,-0.08,0.03,3.52,0.18,0.05
Clay Guida,LW,6,11.56,3,3,2,2,0,0,1,1,0.67,0,0.33,0.33,0.67,0,0.33,0.33,12.67,3.91,0.48,0.13,0.00,2.26,-0.18,0.17,0.02,-0.02,5.82,0.03,0.00
Rafa Garcia,LW,6,14.14,3,3,2,3,0,0,1,0,0.67,0,0.33,0.33,1,0,0,0,12.37,4.52,0.50,0.20,0.00,1.95,0.43,0.19,0.09,-0.02,4.40,0.20,0.02
Bill Algeo,FW,5,11.7,3,2,1,2,1,0,1,0,0.33,0.33,0.33,0.67,1,0,0,0,14.29,5.27,0.14,0.07,0.02,3.22,0.93,-0.13,-0.03,0.00,3.56,0.41,0.22
TJ Brown,FW,5,13.07,3,2,2,1,0,0,1,1,0.67,0,0.33,0.33,0.5,0,0.5,0.5,10.90,3.86,0.35,0.18,0.00,-0.17,-0.48,0.09,0.08,-0.02,3.66,0.18,0.12
Brandon Royval,FLW,4,6.54,3,1,1,0,1,0,1,1,0.33,0.33,0.33,0.67,0,0,1,1,12.01,3.21,0.04,0.04,0.04,2.40,-0.39,-0.25,-0.07,0.01,2.45,0.57,0.42
Matheus Nicolau,FLW,5,10.78,4,1,3,0,1,1,0,0,0.75,0.25,0,0.25,0,1,0,1,8.48,3.51,0.24,0.07,0.06,-1.13,-0.10,-0.04,-0.03,0.03,3.77,0.22,0.02
Zak Cummings,LHW,1,14.22,1,0,0,0,1,0,0,0,0,1,0,1,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,13.29,7.03,0.00,0.00,0.21,3.63,2.94,-0.24,-0.09,0.19,3.80,0.07,0.00
Ed Herman,LHW,2,14.61,0,2,0,1,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0.5,0.5,0,0.5,9.17,3.25,0.03,0.00,0.00,-0.50,-0.84,-0.21,-0.09,-0.02,6.61,0.03,0.03
Lando Vannata,FW,3,10.84,1,2,1,1,0,0,0,1,1,0,0,0,0.5,0,0.5,0.5,8.55,4.27,0.15,0.06,0.00,-2.52,-0.06,-0.11,-0.04,-0.02,3.50,0.65,0.09
Daniel Zellhuber,LW,2,15,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,13.43,4.33,0.03,0.00,0.03,3.02,0.25,-0.27,-0.11,0.01,4.07,0.40,0.03
Aaron Phillips,BW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,6.93,1.13,0.27,0.07,0.00,-3.98,-3.14,-0.02,-0.03,-0.03,4.20,0.00,0.00
Gaston Bolanos,BW,1,15,1,0,1,0,0,0,0,0,1,0,0,0,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,9.00,4.20,0.00,0.00,0.00,-1.91,-0.07,-0.29,-0.10,-0.03,1.13,0.27,0.07
Alex Pereira,MW,5,10.85,4,1,1,0,3,1,0,0,0.25,0.75,0,0.75,0,1,0,1,11.26,5.23,0.02,0.02,0.04,1.10,1.23,-0.26,-0.09,0.02,3.76,0.35,0.09
Israel Adesanya,LHW,6,21.89,4,2,3,1,1,1,0,0,0.75,0.25,0,0.25,0.5,0.5,0,0.5,8.83,3.78,0.03,0.01,0.02,-0.84,-0.32,-0.21,-0.08,-0.01,3.46,0.26,0.09
Gilbert Burns,WW,4,11.2,3,1,2,0,0,1,1,0,0.67,0,0.33,0.33,0,1,0,1,8.86,2.70,0.36,0.18,0.00,-1.87,-1.61,0.11,0.09,-0.02,3.24,0.00,0.00
Jorge Masvidal,WW,3,15.34,0,3,0,2,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0.67,0.33,0,0.33,8.15,2.98,0.00,0.00,0.00,-2.58,-1.34,-0.24,-0.09,-0.02,3.41,0.50,0.26
Rob Font,BW,4,19.49,2,2,1,2,1,0,0,0,0.5,0.5,0,0.5,1,0,0,0,16.92,8.07,0.14,0.05,0.01,6.01,3.80,-0.15,-0.05,-0.01,4.27,0.14,0.04
Adrian Yanez,BW,5,7.88,4,1,1,0,3,1,0,0,0.25,0.75,0,0.75,0,1,0,1,16.85,6.73,0.00,0.00,0.10,5.94,2.45,-0.29,-0.10,0.08,6.17,0.08,0.00
Kevin Holland,MW,8,12.66,3,5,0,2,2,1,1,1,0,0.67,0.33,1,0.4,0.2,0.2,0.4,10.62,3.43,0.08,0.03,0.02,0.46,-0.58,-0.20,-0.08,0.00,3.21,0.46,0.24
Santiago Ponzinibbio,WW,6,10.69,2,4,1,2,1,2,0,0,0.5,0.5,0,0.5,0.5,0.5,0,0.5,15.55,6.83,0.17,0.03,0.02,4.82,2.51,-0.07,-0.06,-0.01,6.61,0.00,0.00
Raul Rosas,BW,2,8.87,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1.86,0.28,1.07,0.28,0.00,-9.05,-3.99,0.78,0.18,-0.03,1.86,0.06,0.06
Christian Rodriguez,FW,3,11.37,2,1,1,1,0,0,1,0,0.5,0,0.5,0.5,1,0,0,0,6.51,1.88,0.15,0.09,0.00,-4.56,-2.46,-0.12,-0.01,-0.02,1.11,0.85,0.32
Chris Curtis,MW,6,10.71,4,2,1,2,3,0,0,0,0.25,0.75,0,0.75,1,0,0,0,11.74,5.29,0.00,0.00,0.05,1.58,1.29,-0.28,-0.11,0.03,6.38,0.54,0.00
Kelvin Gastelum,MW,4,20,2,2,2,2,0,0,0,0,1,0,0,0,1,0,0,0,9.68,3.40,0.28,0.19,0.00,-0.49,-0.60,0.00,0.08,-0.02,4.10,0.16,0.06
Gerald Meerschaert,MW,6,8.61,4,2,0,1,0,1,4,0,0,0,1,1,0.5,0.5,0,0.5,7.10,2.79,0.41,0.12,0.02,-3.06,-1.22,0.13,0.01,0.00,3.21,0.17,0.17
Joe Pyfer,MW,2,3.58,2,0,0,0,2,0,0,0,0,1,0,1,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,9.63,3.91,0.00,0.00,0.14,-0.53,-0.10,-0.28,-0.11,0.12,2.93,0.00,0.00
Ignacio Bahamondes,LW,4,14.15,3,1,1,1,1,0,1,0,0.33,0.33,0.33,0.67,1,0,0,0,17.36,7.81,0.07,0.00,0.02,6.94,3.73,-0.23,-0.11,0.00,4.75,0.30,0.02
Trey Ogden,LW,3,15,1,2,1,2,0,0,0,0,1,0,0,0,1,0,0,0,10.22,3.42,0.31,0.04,0.00,-0.19,-0.66,0.01,-0.07,-0.02,4.89,0.07,0.00
Shayilan Nuerdanbieke,FW,5,10.34,3,2,2,1,1,1,0,0,0.67,0.33,0,0.33,0.5,0.5,0,0.5,9.57,2.28,0.58,0.19,0.06,-1.50,-2.05,0.32,0.09,0.04,2.94,0.10,0.06
Steve Garcia,LW,4,3.8,3,1,0,0,3,1,0,0,0,1,0,1,0,1,0,1,15.18,5.72,0.33,0.20,0.26,4.77,1.63,0.02,0.09,0.24,2.76,0.20,0.07
Marlon Vera,BW,5,19.22,4,1,2,1,2,0,0,0,0.5,0.5,0,0.5,1,0,0,0,10.27,4.90,0.03,0.02,0.07,-0.64,0.63,-0.26,-0.08,0.05,6.95,0.33,0.10
Cory Sandhagen,BW,5,19.09,3,2,1,2,2,0,0,0,0.33,0.67,0,0.67,1,0,0,0,14.90,5.46,0.35,0.05,0.01,3.98,1.18,0.06,-0.05,-0.02,3.91,0.25,0.04
Nate Landwehr,FW,3,8.37,2,1,1,0,0,1,1,0,0.5,0,0.5,0.5,0,1,0,1,17.00,6.53,0.24,0.16,0.00,5.93,2.20,-0.02,0.06,-0.02,5.34,0.24,0.04
Austin Lingo ,FW,2,12.09,0,2,0,1,0,0,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0.5,0,0.5,0.5,14.27,5.91,0.08,0.04,0.04,3.20,1.58,-0.18,-0.06,0.02,5.29,0.83,0.08
Chidi Njokuani,MW,4,6.63,2,2,0,1,2,1,0,0,0,1,0,1,0.5,0.5,0,0.5,7.84,4.11,0.00,0.00,0.08,-2.32,0.11,-0.28,-0.11,0.06,3.77,0.49,0.19
Albert Duraev,MW,3,13.33,2,1,2,0,0,1,0,0,1,0,0,0,0,1,0,1,12.10,3.15,0.53,0.13,0.00,1.94,-0.85,0.25,0.02,-0.02,2.73,0.05,0.03
Daniel Pineda,FW,2,6.8,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,9.41,2.87,0.66,0.07,0.07,-1.65,-1.46,0.40,-0.03,0.05,4.56,0.37,0.07
Tucker Lutz,FW,3,12.61,1,2,1,1,0,0,0,1,1,0,0,0,0.5,0,0.5,0.5,8.75,3.81,0.24,0.11,0.00,-2.32,-0.53,-0.03,0.01,-0.02,3.20,0.40,0.16
Steven Peterson,FW,3,15,1,2,1,2,0,0,0,0,1,0,0,0,1,0,0,0,11.16,4.96,0.16,0.02,0.00,0.09,0.62,-0.11,-0.08,-0.02,6.02,0.29,0.13
Lucas Alexander,FW,2,8.52,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,9.45,5.05,0.00,0.00,0.06,-1.61,0.72,-0.26,-0.10,0.04,1.76,0.35,0.12
Trevin Giles,MW,5,11.16,3,2,3,0,0,2,0,0,1,0,0,0,0,1,0,1,5.65,2.24,0.22,0.07,0.00,-4.52,-1.76,-0.06,-0.03,-0.02,2.42,0.36,0.13
Preston Parsons,WW,3,11.26,1,2,1,1,0,1,0,0,1,0,0,0,0.5,0.5,0,0.5,9.89,4.14,0.62,0.21,0.00,-0.84,-0.17,0.38,0.12,-0.02,3.76,0.09,0.00
CJ Vegara,FLW,3,11.13,2,1,1,0,1,0,0,1,0.5,0.5,0,0.5,0,0,1,1,12.73,5.18,0.00,0.00,0.00,3.12,1.58,-0.28,-0.10,-0.03,4.52,0.51,0.18
Daniel Lacerda,FLW,4,4.86,0,4,0,0,0,3,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0.75,0.25,1,11.05,4.83,0.26,0.10,0.15,1.45,1.23,-0.03,0.00,0.12,9.92,0.00,0.00
Victor Altamirano,FLW,3,11.22,2,1,1,1,1,0,0,0,0.5,0.5,0,0.5,1,0,0,0,13.25,5.91,0.77,0.12,0.03,3.65,2.31,0.49,0.02,0.00,4.55,0.45,0.09
Vinicius Salvador,FLW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,11.20,3.13,0.40,0.07,0.00,1.59,-0.47,0.12,-0.04,-0.03,4.13,1.47,0.20
Leon Edwards,WW,4,19.84,3,1,2,0,1,0,0,0,0.67,0.33,0,0.33,0,0,0,0,5.39,3.42,0.15,0.06,0.01,-5.34,-0.90,-0.09,-0.02,-0.01,3.20,0.34,0.11
Kamaru Usman,WW,5,18.13,3,2,1,1,2,1,0,0,0.33,0.67,0,0.67,0.5,0.5,0,0.5,11.23,4.38,0.33,0.13,0.06,0.50,0.07,0.09,0.05,0.03,3.95,0.22,0.01
Justin Gaethje,LW,3,11.12,2,1,2,0,0,0,0,1,1,0,0,0,0,0,1,1,12.35,7.19,0.09,0.03,0.06,1.94,3.11,-0.21,-0.08,0.04,6.89,0.21,0.03
Rafael Fiziev,LW,4,15.66,3,1,1,1,2,0,0,0,0.33,0.67,0,0.67,1,0,0,0,11.29,5.29,0.02,0.00,0.02,0.88,1.20,-0.29,-0.11,-0.01,5.73,0.40,0.06
Gunnar Nelson,WW,2,9.93,2,0,1,0,0,0,1,0,0.5,0,0.5,0.5,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,9.42,2.72,0.25,0.20,0.00,-1.31,-1.59,0.01,0.12,-0.02,0.81,0.00,0.00
Bryan Barbarena,WW,5,12.93,3,2,2,1,1,0,0,1,0.67,0.33,0,0.33,0.5,0,0.5,0.5,16.25,6.55,0.02,0.00,0.00,5.52,2.23,-0.23,-0.09,-0.02,5.03,0.54,0.28
Marvin Vettori,MW,5,21,3,2,3,2,0,0,0,0,1,0,0,0,1,0,0,0,11.17,3.91,0.35,0.15,0.00,1.01,-0.09,0.07,0.05,-0.02,4.20,0.03,0.02
Roman Dolidze ,MW,4,10.81,2,2,0,2,0,0,2,0,0,0,1,1,1,0,0,0,9.99,3.38,0.09,0.02,0.02,-0.17,-0.63,-0.19,-0.08,0.01,4.42,0.14,0.09
Jack Shore,BW,5,12.58,4,1,3,0,0,0,1,1,0.75,0,0.25,0.25,0,0,1,1,7.88,3.89,0.51,0.19,0.03,-3.03,-0.38,0.22,0.09,0.01,2.72,0.38,0.08
Makwan Amirkhani,FW,5,7.96,1,4,0,1,0,2,1,1,0,0,1,1,0.25,0.5,0.25,0.75,3.12,1.13,0.65,0.35,0.00,-7.95,-3.20,0.39,0.25,-0.02,3.77,0.18,0.15
Chris Duncan ,LW,1,15,1,0,1,0,0,0,0,0,1,0,0,0,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,6.13,3.53,0.93,0.33,0.00,-4.28,-0.55,0.63,0.22,-0.02,3.13,0.00,0.00
Omar Morales,FW,4,11.65,1,3,1,1,0,1,0,1,1,0,0,0,0.33,0.33,0.33,0.67,7.79,3.46,0.04,0.04,0.00,-3.28,-0.88,-0.22,-0.06,-0.02,3.39,0.64,0.26
Sam Patterson,LW,1,1.25,0,1,0,0,0,1,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,1,0,1,5.60,1.60,0.00,0.00,0.00,-4.81,-2.48,-0.30,-0.11,-0.02,12.00,0.80,0.80
Yanal Ashmoz,LW,1,1.25,1,0,0,0,1,0,0,0,0,1,0,1,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,16.00,12.00,0.80,0.80,0.00,5.59,7.92,0.50,0.69,-0.02,1.60,0.00,0.00
Muhammad Mokaev,FLW,4,11.23,4,0,1,0,0,0,3,0,0.25,0,0.75,0.75,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,6.52,1.14,0.91,0.49,0.02,-3.09,-2.47,0.63,0.39,-0.01,0.87,0.04,0.04
Jafael Filho ,FLW,1,14.53,0,1,0,0,0,0,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0,1,1,5.99,0.62,0.00,0.00,0.00,-3.62,-2.99,-0.28,-0.10,-0.03,1.10,0.55,0.28
Lerone Murphy,FW,3,11.74,3,0,2,0,1,0,0,0,0.67,0.33,0,0.33,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,9.14,4.12,0.17,0.06,0.03,-1.93,-0.22,-0.09,-0.04,0.01,3.18,0.57,0.31
Gabriel Santos,FW,1,15,0,1,0,1,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,9.40,4.60,0.73,0.33,0.00,-1.67,0.27,0.47,0.23,-0.02,6.20,0.13,0.07
Chris Duncan,MW,1,1.87,1,0,0,0,1,0,0,0,0,1,0,1,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,10.18,4.82,0.00,0.00,0.00,0.02,0.82,-0.28,-0.11,-0.02,2.14,0.00,0.00
Dusko Todorovic,MW,6,6.54,2,4,1,1,1,3,0,0,0.5,0.5,0,0.5,0.25,0.75,0,0.75,11.06,4.05,0.41,0.08,0.00,0.90,0.05,0.13,-0.03,-0.02,4.13,0.28,0.15
Jake Hadley,FLW,2,8.01,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,4.43,1.12,0.00,0.00,0.06,-5.18,-2.48,-0.28,-0.10,0.03,1.37,0.25,0.12
Malcom Gordon,FLW,4,7.95,2,2,1,0,1,1,0,1,0.5,0.5,0,0.5,0,0.5,0.5,1,7.45,2.17,0.41,0.13,0.00,-2.16,-1.44,0.12,0.02,-0.03,1.98,0.31,0.28
Jai Herbert,LW,5,9.69,2,3,1,0,1,1,0,1,0.5,0.5,0,0.5,0,0.33,0.33,0.67,9.55,2.72,0.08,0.02,0.04,-0.86,-1.36,-0.22,-0.09,0.02,2.99,0.37,0.17
Ludovit Klein,FW,4,15,2,2,2,1,0,0,0,0,1,0,0,0,0.5,0,0,0,7.53,3.37,0.22,0.10,0.02,-3.53,-0.96,-0.05,0.00,0.00,3.25,0.15,0.02
Petr Yan,BW,5,21.9,1,4,1,3,0,0,0,0,1,0,0,0,0.75,0,0,0,8.38,3.94,0.25,0.13,0.02,-2.54,-0.34,-0.04,0.03,-0.01,5.11,0.87,0.14
Merab Dvalishvili,BW,4,16.1,4,0,3,0,1,0,0,0,0.75,0.25,0,0.25,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,19.31,5.34,0.99,0.31,0.00,8.40,1.07,0.70,0.21,-0.03,2.95,0.39,0.03
Alexander Volkov,HW,5,6.06,3,2,1,0,2,1,0,1,0.33,0.67,0,0.67,0,0.5,0.5,1,11.08,5.77,0.00,0.00,0.03,1.00,1.68,-0.18,-0.07,0.01,3.40,0.79,0.07
Alexander Romanov,HW,5,8.05,3,2,1,1,1,1,1,0,0.33,0.33,0.33,0.67,0.5,0.5,0,0.5,8.89,3.38,0.62,0.30,0.00,-1.19,-0.71,0.44,0.22,-0.02,2.09,0.12,0.10
Nikita Krylov,LHW,5,7.74,2,3,0,2,1,0,1,1,0,0.5,0.5,1,0.67,0,0.33,0.33,12.87,4.03,0.75,0.28,0.05,3.20,-0.06,0.51,0.20,0.03,2.48,0.34,0.16
Ryan Spann,LHW,5,2.46,2,3,0,0,1,1,1,2,0,0.5,0.5,1,0,0.33,0.67,1,7.24,3.25,0.33,0.08,0.16,-2.43,-0.84,0.08,0.00,0.14,2.93,0.41,0.41
Said Nurmagomedov,BW,4,9.9,3,1,1,1,0,0,2,0,0.33,0,0.67,0.67,1,0,0,0,8.36,2.60,0.43,0.10,0.00,-2.56,-1.67,0.14,0.00,-0.03,1.97,0.40,0.15
Jonathan Martinez,BW,6,12.89,5,1,4,0,1,1,0,0,0.8,0.2,0,0.2,0,1,0,1,9.85,4.95,0.05,0.03,0.04,-1.06,0.68,-0.24,-0.07,0.01,4.03,0.23,0.05
Mario Bautista,BW,5,6.29,4,1,1,0,0,1,3,0,0.25,0,0.75,0.75,0,1,0,1,10.56,4.65,0.41,0.32,0.00,-0.35,0.37,0.12,0.22,-0.03,2.74,0.29,0.10
Guido Cannetti,BW,4,5.37,2,2,0,1,1,0,1,1,0,0.5,0.5,1,0.5,0,0.5,0.5,8.05,4.84,0.09,0.09,0.00,-2.86,0.57,-0.20,-0.01,-0.03,4.42,0.33,0.23
Vito Petrino,LHW,1,15,1,0,1,0,0,0,0,0,1,0,0,0,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,6.93,2.60,0.60,0.47,0.00,-2.74,-1.49,0.36,0.38,-0.02,2.20,1.00,0.33
Anton Turkalj,LHW,2,9.73,0,2,0,1,0,0,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0.5,0,0.5,0.5,4.52,1.75,0.77,0.26,0.00,-5.14,-2.35,0.53,0.17,-0.02,2.88,0.62,0.51
Karl Williams,HW,1,15,1,0,1,0,0,0,0,0,1,0,0,0,No Dec Loss,No KO Loss,No Sub Loss,No Finish Loss,11.20,2.53,0.87,0.53,0.07,1.12,-1.56,0.68,0.46,0.04,1.73,0.07,0.00
Lukasz Brzeski,HW,2,15,0,2,0,2,0,0,0,0,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,1,0,0,0,10.97,4.80,0.03,0.00,0.00,0.89,0.71,-0.15,-0.07,-0.02,3.47,0.43,0.27
Raphael Assuncao ,BW,3,12.32,1,2,1,0,0,1,0,1,1,0,0,0,0,0.5,0.5,1,6.04,2.95,0.46,0.19,0.00,-4.88,-1.32,0.17,0.09,-0.03,3.73,0.14,0.05
Davey Grant,BW,5,12.72,3,2,0,2,2,0,1,0,0,0.67,0.33,1,1,0,0,0,14.45,5.90,0.08,0.02,0.05,3.54,1.62,-0.21,-0.08,0.02,5.46,0.27,0.11
Sedriques Dumas,MW,1,8,0,1,0,0,0,0,0,1,No Dec Wins,No KO Wins,No Sub Wins,No Finish Wins,0,0,1,1,5.88,2.50,0.13,0.00,0.00,-4.29,-1.50,-0.15,-0.11,-0.02,4.13,0.25,0.25
