Name,Height,Reach,Stance
Khalid Taha,"5' 5""","69.0""",Orthodox
Joe Taimanglo,"5' 4""",--,
Tatsuro Taira,"5' 7""","70.0""",Orthodox
Mairbek Taisumov,"5' 9""","73.0""",Orthodox
Nobuhiko Takada,"6' 0""",--,Southpaw
Yoshiki Takahashi,"5' 11""",--,Southpaw
Yoko Takahashi,"5' 8""",--,
Daiju Takase,"6' 0""",--,Southpaw
Hiroyuki Takaya,"5' 6""",--,Orthodox
Yoshihiro Takayama,"6' 5""",--,Orthodox
Makoto Takimoto,"5' 7""",--,Southpaw
Oleg Taktarov,"6' 0""",--,Orthodox
Nordine Taleb,"6' 1""","74.0""",Orthodox
Tsuyoshi Tamakairiki,"6' 0""",--,Orthodox
Eli Tamez,"5' 7""",--,
Kiyoshi Tamura,"5' 11""",--,Southpaw
Akitoshi Tamura,"5' 9""","70.0""",Orthodox
Issei Tamura,"5' 5""","63.0""",Orthodox
Jason Tan,"5' 10""",--,Orthodox
Akihito Tanaka,--,--,Southpaw
Michinori Tanaka,"5' 5""","67.0""",Orthodox
Evan Tanner,"6' 0""","74.0""",Orthodox
Manny Tapia,"5' 5""","67.0""",Orthodox
Gary Tapusoa,"5' 7""",--,
Miesha Tate,"5' 6""","65.0""",Orthodox
Deividas Taurosevicius,"5' 9""","68.0""",Southpaw
Thiago Tavares,"5' 7""","70.0""",Orthodox
Jeremy Tavares,--,--,
Brad Tavares,"6' 1""","74.0""",Orthodox
Paul Taylor,"6' 0""","72.0""",Orthodox
Jesse Taylor,"6' 0""","73.0""",Orthodox
Torrance Taylor,"5' 7""",--,
Louis Taylor,"5' 11""",--,Orthodox
Anthony Taylor,"5' 7""",--,
Danielle Taylor,"5' 0""","60.0""",Orthodox
J.T Taylor,"5' 10""",--,
James Te Huna,"6' 2""","75.0""",Orthodox
Shawn Teed,"6' 5""",--,Orthodox
Glover Teixeira,"6' 2""","76.0""",Orthodox
John Teixeira,"5' 7""",--,Orthodox
Ewerton Teixeira,"6' 1""",--,
Tra Telligman,"6' 2""",--,Orthodox
Taneisha Tennant,"5' 7""","70.0""",Orthodox
Herman Terrado,--,--,
Dave Terrel,"5' 8""",--,Southpaw
David Terrell,"6' 1""",--,Southpaw
James Terry,"5' 10""",--,Orthodox
Jeff Terry,"6' 2""",--,
David Teymur,"5' 9""","73.0""",Southpaw
Daniel Teymur,"5' 5""","69.0""",Orthodox
Motonobu Tezuka,"5' 7""",--,Southpaw
Jason Thacker,"5' 10""",--,Orthodox
Brandon Thatch,"6' 2""","74.0""",Switch
Elias Theodorou,"6' 1""","75.0""",Orthodox
Nik Theotikos,--,--,Orthodox
Paulo Thiago,"5' 11""","74.0""",Orthodox
Din Thomas,"5' 9""",--,Orthodox
Ryan Thomas,"6' 0""",--,Orthodox
Noah Thomas,"5' 9""",--,Orthodox
Joel Thomas,"5' 10""",--,
Treston Thomison,"5' 8""",--,
Nick Thompson,"6' 1""","74.0""",Orthodox
James Thompson,"6' 5""",--,Orthodox
Oli Thompson,"6' 1""",--,Orthodox
Stephen Thompson,"6' 0""","75.0""",Orthodox
Josh Thomson,"5' 10""","71.0""",Orthodox
Simeon Thoresen,"6' 1""","79.0""",Orthodox
Josh Thornburg,"6' 0""",--,
Gleison Tibau,"5' 10""","71.0""",Southpaw
Chris Tickle,"5' 9""",--,
Nolan Ticman,"5' 6""",--,Orthodox
Darren Till,"6' 0""","74.0""",Southpaw
Brett Tillis,--,--,
Denis Tiuliulin,"6' 1""","77.0""",Orthodox
Ryan Tobar,--,--,
Andrew Todhunter,"6' 0""",--,Switch
Dusko Todorovic,"6' 1""","74.0""",Orthodox
Tuco Tokkos,"6' 4""","75.0""",Orthodox
Hideo Tokoro,"5' 7""",--,Orthodox
Anatoly Tokov,"5' 10""",--,
Kazuki Tokudome,"5' 11""","73.0""",Southpaw
Tyler Toner,"5' 8""","70.0""",Orthodox
James Toney,"5' 9""",--,Orthodox
Masanori Tonooka,"5' 8""",--,Orthodox
Carl Toomey,--,--,
Ilia Topuria,"5' 7""","69.0""",Orthodox
Anthony Torres,"5' 8""",--,Orthodox
Miguel Torres,"5' 9""","76.0""",Orthodox
Ronys Torres,"5' 7""",--,Orthodox
Haven Torres,--,--,
Tecia Torres,"5' 1""","60.0""",Orthodox
Alex Torres,"5' 10""",--,Orthodox
Abram Torres,"5' 10""",--,
Jose Torres,"5' 4""","65.0""",Orthodox
Desmond Torres,"5' 6""","69.0""",Orthodox
Manuel Torres,"5' 10""","73.0""",
Salim Touahri,"5' 10""","72.0""",Orthodox
Dequan Townsend,"6' 3""","79.0""",Orthodox
Minoru Toyonaga,"5' 11""",--,Southpaw
Slim Trabelsi,"6' 3""",--,
Roberto Traven,"6' 3""",--,Orthodox
Bryan Travers,--,--,
Alexander Trevino,--,--,
Francisco Trevino,"5' 9""","70.0""",Orthodox
Angelo Trevino,"5' 11""",--,Switch
Frank Trigg,"5' 9""","71.0""",Southpaw
Francisco Trinaldo,"5' 9""","70.0""",Southpaw
Damien Trites,"5' 11""",--,
Mike Trizano,"5' 11""","71.0""",Orthodox
Antonio Trocoli,"6' 5""","82.0""",Orthodox
Tor Troeng,"6' 2""",--,Orthodox
Aaron Trujillo,"5' 5""",--,
Reynaldo Trujillo,"5' 9""",--,
Abel Trujillo,"5' 8""","70.0""",Orthodox
Arman Tsarukyan,"5' 7""","72.0""",Orthodox
Rei Tsuruya,--,--,
Chris Tuchscherer,"6' 2""","76.0""",Orthodox
Jon Tuck,"5' 11""","73.0""",Orthodox
Gavin Tucker,"5' 6""","66.0""",Southpaw
Jumabieke Tuerxun,"5' 7""",--,Orthodox
Tom Tuggle,"6' 2""",--,Orthodox
Blair Tugman,"6' 0""",--,
Tai Tuivasa,"6' 2""","75.0""",Southpaw
Zubair Tukhugov,"5' 8""","68.0""",Orthodox
Teila Tuli,"6' 0""",--,Orthodox
Albert Tumenov,"5' 11""","73.0""",Orthodox
Ricky Turcios,"5' 9""","71.0""",Orthodox
Anton Turkalj,"6' 4""","78.0""",Orthodox
Wellington Turman,"6' 0""","72.0""",Orthodox
Courtney Turner,"6' 2""",--,
Jalin Turner,"6' 3""","77.0""",Southpaw
Austin Tweedy,"5' 9""",--,Orthodox
Marcin Tybura,"6' 3""","78.0""",Orthodox
Takeru Uchida,"5' 5""","68.0""",Southpaw
Alberto Uda,"6' 3""",--,Orthodox
Ryuki Ueyama,"5' 11""",--,Southpaw
Christian Uflacker,"5' 11""",--,
Andy Uhrich,"6' 0""",--,
Tagir Ulanbekov,"5' 7""","70.0""",Southpaw
Carlos Ulberg,"6' 4""","77.0""",Orthodox
Gasan Umalatov,"5' 11""","71.0""",Orthodox
Jeremy Umphries,--,--,
Zach Underwood,"6' 2""",--,
Caol Uno,"5' 7""","70.0""",Southpaw
Kengo Ura,"5' 9""",--,
Logan Urban,"6' 0""","72.0""",Orthodox
Hector Urbina,"5' 11""","73.0""",Orthodox
Elias Urbina,"6' 3""","77.0""",Southpaw
Gilbert Urbina,"6' 3""","75.0""",Orthodox
Nick Urso,"5' 6""","66.0""",Southpaw
Yasuhiro Urushitani,"5' 5""",--,Southpaw
Sho Patrick Usami,"5' 9""","70.0""",Orthodox
Kamaru Usman,"6' 0""","76.0""",Switch
Mohammed Usman,"6' 2""","79.0""",Orthodox
Darren Uyenoyama,"5' 6""","65.0""",Orthodox
Richie Vaculik,"5' 6""","69.0""",Orthodox
Egidijus Valavicius,"6' 0""",--,Orthodox
Genaro Valdez,"5' 9""","72.0""",Orthodox
Charlie Valencia,"5' 3""","64.0""",Orthodox
Victor Valenzuela,"5' 10""",--,
Ivan Valenzuela,"6' 2""","77.0""",Orthodox
Timur Valiev,"5' 6""","67.0""",Orthodox
Victor Valimaki,"6' 0""",--,Orthodox
Andrew Valladerez,--,--,
Isaac Vallie-Flagg,"5' 8""","70.0""",Orthodox
Joshua Van,--,--,
Mike van Arsdale,"6' 2""",--,Switch
Matt Van Buren,"6' 5""",--,
Ron van Clief,"5' 10""",--,Orthodox
Lloyd Van Dams,"6' 1""",--,Southpaw
Cameron VanCamp,"6' 2""","74.0""",Switch
Chad Vance,"6' 0""",--,Orthodox
Jared Vanderaa,"6' 4""","80.0""",Orthodox
Austin Vanderford,"5' 11""",--,Orthodox
Lando Vannata,"5' 9""","71.0""",Orthodox
Paige VanZant,"5' 4""","65.0""",Orthodox
Paul Varelans,"6' 8""",--,Orthodox
Kazula Vargas,"5' 8""","71.0""",Southpaw
Jamie Varner,"5' 8""","71.0""",Orthodox
Guilherme Vasconcelos,"6' 0""",--,Orthodox
Linton Vassell,"6' 4""",--,
Billy Vaughan,"5' 6""",--,
Yuri Vaulin,"6' 4""",--,Southpaw
Javier Vazquez,"5' 7""","69.0""",Southpaw
Manny Vazquez,"5' 10""","72.0""",Orthodox
Matt Veach,"5' 11""",--,Orthodox
Joe Vedepo,"6' 0""",--,Orthodox
Kelly Velasco,"5' 9""",--,Orthodox
Cain Velasquez,"6' 1""","77.0""",Orthodox
David Velasquez,"5' 5""",--,Orthodox
Bojan Velickovic,"6' 0""","76.0""",Southpaw
Karlos Vemola,"6' 0""","75.0""",Orthodox
Luigi Vendramini,"5' 8""","73.0""",Orthodox
Jerrel Venetiaan,"6' 1""",--,Orthodox
Scott Ventimiglia,"5' 11""",--,
Brandon Vera,"6' 3""","78.0""",Orthodox
Kerry Vera,"5' 7""",--,Orthodox
Marlon Vera,"5' 8""","70.0""",Switch
Ernie Verdicia,"5' 11""",--,Orthodox
Joe Veres,"5' 7""",--,Orthodox
Nikolay Veretennikov,"6' 1""","74.0""",Orthodox
CJ Vergara,"5' 6""","68.0""",Orthodox
Renato Verissimo,"6' 1""",--,Orthodox
Bryan Vetell,"6' 3""",--,Southpaw
Marvin Vettori,"6' 0""","74.0""",Southpaw
Hugo Viana,"5' 6""","67.0""",Orthodox
Guilherme Viana,"6' 4""",--,
Polyana Viana,"5' 5""","67.0""",Orthodox
Vitor Vianna,--,--,Orthodox
James Vick,"6' 3""","76.0""",Orthodox
Tamires Vidal,"5' 6""","68.0""",Orthodox
Milton Vieira,"6' 0""",--,Orthodox
Reginaldo Vieira,"5' 7""","65.0""",Orthodox
Ketlen Vieira,"5' 8""","68.0""",Orthodox
Rodolfo Vieira,"6' 0""","73.0""",Orthodox
Steve Vigneault,"5' 10""",--,Orthodox
Alejandro Villalobos,"5' 7""",--,
DeMarco Villalona,"5' 9""",--,
Gian Villante,"6' 3""","76.0""",Orthodox
Ike Villanueva,"6' 1""","73.0""",Orthodox
Ruben Villareal,"6' 4""",--,Orthodox
Armando Villarreal,"5' 7""","66.0""",Southpaw
Pablo Villaseca,"5' 7""",--,
Joey Villasenor,"6' 0""",--,Orthodox
Danillo Villefort,"6' 1""",--,Orthodox
Yuri Villefort,"6' 0""","73.0""",Orthodox
Marcos Vinicius,"5' 9""",--,Orthodox
Brandon Visher,"5' 6""","68.0""",Orthodox
Falaniko Vitale,"5' 10""",--,Orthodox
Cheyanne Vlismas,"5' 3""","63.0""",Switch
Bobby Voelker,"6' 0""","74.0""",Orthodox
Alexander Volkanovski,"5' 6""","71.0""",Orthodox
Jacob Volkmann,"5' 9""","71.0""",Southpaw
Alexander Volkov,"6' 7""","80.0""",Orthodox
Jason Von Flue,"6' 0""",--,Orthodox
Milco Voorn,--,--,Orthodox
Mark Vorgeas,"5' 10""",--,
Igor Vovchanchyn,"5' 8""",--,Orthodox
James Wade,"5' 10""",--,
Chris Wade,"5' 10""","70.0""",Orthodox
Neil Wain,"5' 10""",--,Orthodox
TJ Waldburger,"5' 11""","75.0""",Orthodox
Chase Waldon,"6' 1""","75.0""",Orthodox
Andre Walker,"5' 11""",--,Southpaw
Herschel Walker,"6' 1""",--,Orthodox
Donny Walker,"5' 9""",--,
Johnny Walker,"6' 6""","82.0""",Orthodox
Brogan Walker,"5' 4""","67.0""",Switch
Ben Wall,"5' 10""",--,Orthodox
Crafton Wallace,"6' 0""",--,Orthodox
Rodney Wallace,"5' 9""","72.0""",Switch
Jeremy Wallace,"5' 9""",--,
Randall Wallace,"5' 11""","73.0""",Orthodox
James Wallace,"5' 10""","69.0""",Orthodox
Jim Wallhead,"5' 10""",--,Orthodox
Cory Walmsley,"6' 0""",--,Orthodox
Richard Walsh,"6' 0""","73.0""",Orthodox
Patrick Walsh,"5' 11""",--,
Erick Wanderlei,"6' 1""",--,Orthodox
Dimitiri Wanderley,--,--,Orthodox
Andy Wang,"5' 6""",--,Orthodox
Sai Wang,"6' 0""",--,Southpaw
Anying Wang,"6' 0""",--,Orthodox
Joshua Wang-Kim,"5' 9""","71.0""",Switch
Curt Warburton,"6' 0""","73.0""",Orthodox
Brennan Ward,"5' 10""","71.0""",
Charlie Ward,"5' 11""",--,Orthodox
Terrion Ware,"5' 8""","71.0""",Orthodox
Joe Warren,"5' 6""",--,Orthodox
Brian Warren,"6' 0""",--,Orthodox
Merritt Warren,"5' 10""",--,Southpaw
Idris Wasi,"6' 0""",--,
Kengo Watanabe,"6' 4""",--,Orthodox
Kazuhisa Watanabe,"5' 6""",--,
Ron Waterman,"6' 2""",--,Orthodox
Andy Waters,"6' 0""",--,
Dominic Waters,"6' 1""","79.0""",Orthodox
Trey Waters,"6' 5""","77.0""",Orthodox
Michelle Waterson-Gomez,"5' 3""","62.0""",Orthodox
Sam Watford,--,--,
Blake Watkins,--,--,
Kyle Watson,"6' 0""",--,Southpaw
Maka Watson,--,--,
Walel Watson,"5' 11""","75.0""",Orthodox
Tom Watson,"6' 1""","73.0""",Orthodox
Enrique Watson,--,--,
Brok Weaver,"6' 0""","73.0""",Southpaw
Jonavin Webb,"5' 10""",--,Orthodox
Stephanie Webber,"5' 6""",--,
Royston Wee,"5' 7""","67.0""",Orthodox
Darian Weeks,"5' 11""","72.0""",Orthodox
Joshua Weems,"5' 8""","69.0""",Orthodox
Daniel Weichel,"5' 10""","70.0""",
Chris Weidman,"6' 2""","78.0""",Orthodox
Mark Weir,"6' 2""",--,Southpaw
Christian Wellisch,"6' 2""","77.0""",Orthodox
Jeremiah Wells,"5' 9""","74.0""",Switch
Fabricio Werdum,"6' 4""","77.0""",Orthodox
Mike Wessel,"6' 0""",--,Orthodox
Dustin West,"5' 11""",--,
Sheldon Westcott,"6' 1""","71.0""",Southpaw
Aaron Wetherspoon,--,--,
Coty Wheeler,"5' 6""","67.0""",Orthodox
Vernon White,"6' 0""",--,Southpaw
Steve White,"5' 11""",--,
Alex White,"6' 0""","71.0""",Southpaw
Craig White,"6' 2""","76.0""",Orthodox
Patrik White,"6' 0""","72.0""",Orthodox
Robert Whiteford,"5' 9""","69.0""",Southpaw
Mike Whitehead,"6' 1""",--,Orthodox
Garett Whiteley,"6' 0""","72.0""",Orthodox
Mitch Whitesel,"5' 9""",--,
Emily Whitmire,"5' 5""","63.0""",Orthodox
Robert Whittaker,"6' 0""","73.0""",Orthodox
Josh Wick,"5' 9""","69.0""",Switch
Adam Wieczorek,"6' 5""","81.0""",Orthodox
Orlando Wiet,"5' 10""",--,Southpaw
Jonathan Wiezorek,"6' 3""",--,Southpaw
Justin Wilcox,"5' 6""",--,Orthodox
Joe Wilk,"5' 9""",--,
Aaron Wilkinson,"5' 10""",--,
Mike Wilkinson,"5' 7""","66.0""",Orthodox
Rob Wilkinson,"6' 3""","80.0""",Orthodox
James Wilks,"6' 1""","75.0""",Orthodox
Tedd Williams,"6' 1""",--,Orthodox
Pete Williams,"6' 3""",--,Orthodox
Rubin Williams,"6' 1""",--,Orthodox
Carter Williams,"6' 1""",--,Orthodox
Patrick Williams,"5' 8""","73.0""",Orthodox
Tim Williams,"6' 2""","76.0""",Orthodox
Jordan Williams,"6' 1""","75.0""",Southpaw
Cole Williams,"6' 0""","73.0""",Orthodox
Khaos Williams,"6' 0""","77.0""",Orthodox
Karl Williams,"6' 3""","79.0""",Orthodox
Karl Willis,--,--,
Justin Willis,"6' 1""","78.0""",Southpaw
Chris Wilson,"6' 1""","75.0""",Orthodox
Greg Wilson,--,--,
Jonathan Wilson,"6' 2""","75.0""",Southpaw
Sean Wilson,"5' 8""",--,
Matt Wiman,"5' 10""","68.0""",Orthodox
Eddie Wineland,"5' 7""","69.0""",Orthodox
Deron Winn,"5' 6""","70.0""",Orthodox
Andre Winner,"5' 11""","73.0""",Orthodox
Eric Wisely,"5' 8""",--,Southpaw
Keith Wisniewski,"6' 0""",--,Orthodox
Jason Witt,"5' 10""","70.0""",Orthodox
Travis Wiuff,"6' 3""",--,Orthodox
Ray Wizard,--,--,
Karolina Wojcik,"5' 2""",--,Orthodox
Danyelle Wolf,"5' 11""","70.0""",Orthodox
Brandon Wolff,"5' 9""",--,Orthodox
Xue Do Won,"5' 7""",--,
Joanne Wood,"5' 6""","65.0""",Orthodox
Nathaniel Wood,"5' 6""","69.0""",Orthodox
Tyron Woodley,"5' 9""","74.0""",Orthodox
Salvador Woods,"5' 11""",--,
Sean Woodson,"6' 2""","78.0""",Orthodox
Cal Worsham,"5' 11""",--,Orthodox
Hunter Worsham,--,--,
Khama Worthy,"5' 11""","74.0""",Orthodox
Eric Wray,"6' 0""",--,Orthodox
Justin Wren,"6' 2""",--,Orthodox
JW Wright,--,--,
Chris Wright,--,--,
Jordan Wright,"6' 2""","77.0""",Orthodox
Marcin Wrzosek,"5' 9""",--,
Wu Yanan,"5' 8""","66.0""",Orthodox
Wulijiburen,"5' 9""","69.0""",Orthodox
Rubens Xavier,"6' 3""",--,Orthodox
Xiao Long,"5' 8""","66.0""",Orthodox
Xie Bin,"5' 10""","71.0""",Orthodox
Jamie Yager,"6' 1""",--,Orthodox
Eddie Yagin,"5' 7""",--,Orthodox
Rani Yahya,"5' 6""","67.0""",Orthodox
Alexander Yakovlev,"6' 3""","74.0""",Southpaw
Keiichiro Yamamiya,"5' 11""",--,Southpaw
Kenichi Yamamoto,"6' 0""",--,Orthodox
Yoshihisa Yamamoto,"6' 2""",--,Southpaw
Atsushi Yamamoto,"5' 6""",--,Orthodox
Norifumi Yamamoto,"5' 4""","66.0""",Southpaw
Hiroko Yamanaka,"5' 11""",--,
Goiti Yamauchi,"5' 10""",--,
Takeshi Yamazaki,"5' 8""",--,Southpaw
Yan Xiaonan,"5' 5""","63.0""",Orthodox
Petr Yan,"5' 7""","67.0""",Switch
Yan Qihui,"5' 3""","62.0""",Orthodox
Adam Yandiev,"5' 9""","74.0""",Orthodox
Adrian Yanez,"5' 7""","70.0""",Orthodox
Dongi Yang,"5' 10""","73.0""",Southpaw
Jianping Yang,"5' 7""",--,Orthodox
Masutatsu Yano,"5' 9""",--,Orthodox
Emmanuel Yarborough,"6' 8""",--,Open Stance
Cale Yarbrough,"6' 1""",--,Orthodox
Tadao Yasuda,"6' 4""",--,Orthodox
Yoshiaki Yatsu,"6' 1""",--,Orthodox
Chris Yee,"5' 9""",--,
Zha Yi,"5' 7""","70.0""",Orthodox
Yibugele,--,--,
Ashley Yoder,"5' 7""","69.0""",Southpaw
Hirotaka Yokoi,"5' 11""",--,Orthodox
Kazunori Yokota,"5' 8""",--,Orthodox
John Yoo,--,--,
Sanghoon Yoo,"6' 0""","74.0""",Orthodox
Dong Sik Yoon,"6' 0""",--,Orthodox
Yoshiyuki Yoshida,"5' 11""","70.0""",Southpaw
Hidehiko Yoshida,"5' 11""",--,Orthodox
Kaitlin Young,"5' 9""",--,Orthodox
Artenus Young,--,--,
Trenell Young,"5' 6""",--,Orthodox
Jason Young,"5' 9""","73.0""",Orthodox
Shane Young,"5' 8""","72.0""",Orthodox
Shanna Young,"5' 7""","65.0""",Orthodox
Besam Yousef,"5' 11""",--,Orthodox
Han Ten Yun,"5' 11""",--,
Rob Yundt,"6' 1""",--,Orthodox
Sodiq Yusuff,"5' 9""","71.0""",Orthodox
Gilbert Yvel,"6' 2""","77.0""",Orthodox
Luke Zachrich,"6' 2""","74.0""",Orthodox
Anton Zafir,"5' 11""",--,Orthodox
Aiemann Zahabi,"5' 8""","68.0""",Orthodox
Joao Zaiden,--,--,
Youssef Zalal,"5' 10""","72.0""",Switch
Elizeu Zaleski dos Santos,"5' 11""","73.0""",Orthodox
Zach Zane,"5' 7""","69.0""",Southpaw
Roger Zapata,"5' 11""",--,Southpaw
Marius Zaromskis,"5' 9""",--,Orthodox
David Zawada,"6' 0""","75.0""",Orthodox
Joao Zeferino,"5' 11""",--,Orthodox
Daniel Zellhuber,"6' 1""","77.0""",Switch
Craig Zellner,"6' 2""",--,Orthodox
Roman Zentsov,"6' 1""",--,Orthodox
Carlos Zevallos,"6' 0""",--,Orthodox
Zhang Tiequan,"5' 8""","69.0""",Orthodox
Zhang Lipeng,"5' 11""","71.0""",Southpaw
Zhang Weili,"5' 4""","63.0""",Switch
Zhang Mingyang,"6' 2""","75.0""",Orthodox
Daermisi Zhawupasi,--,--,
Yao Zhikui,"5' 5""","64.0""",Orthodox
Zhalgas Zhumagulov,"5' 4""","66.0""",Switch
Fares Ziam,"6' 1""","75.0""",Orthodox
Mike Zichelle,--,--,
James Zikic,"6' 2""",--,Orthodox
Errol Zimmerman,"6' 3""",--,Orthodox
Cat Zingano,"5' 6""","68.0""",Southpaw
Igor Zinoviev,"6' 1""",--,Orthodox
Dave Zitanick,--,--,
Alex Zuniga,--,--,
George Zuniga,"5' 9""",--,
Allan Zuniga,"5' 7""","70.0""",Orthodox
Virgil Zwicker,"6' 2""","74.0""",
