Name,Weight Class,Height,Reach,Stance,Total Fights,Wins,Losses,Strikes Thrown Per Minute,Sig Strikes Per Minute,Sig Strikes Absorbed per Minute,KD/Min,Knockdowns Suffered per Minute,Cntrl Proportion,Time Controlled,TDL/Min,Takedowns Suffered per Minute,TDA/Min,Takedowns Faced per Minute,TD Accuracy,Opp TD Accuracy,Head Strikes Per Minute,Body Strikes Per Minute,Leg Strikes Per Minute,Headstrikes Suffered per Minute,Bodystrikes Suffered per Minute,Legstrikes Suffered per Minute,,,,,,Decision Losses,Decision Wins,KO/TKO Wins,KO/TKO Losses,Submission Losses,Submission Wins
Omari Akhmedov,MW,"6' 0""","73.0""",Orthodox,2,1,1,11.945,3.367,3.920,0.000,0.046,0.289,69,0.184,0.000,0.646,0.046,0.285714286,0,2.767,0.277,0.323,2.214,0.600,1.107,,,,,,1,0,0,0,0,1
Jerome Rivera,FLW,"5' 10""","72.0""",Southpaw,3,0,3,13.855,1.947,2.519,0.000,0.057,0.064,441,0.000,0.229,0.344,0.344,0,0.666666667,0.802,0.916,0.802,1.145,0.630,0.744,,,,,,1,0,0,1,1,0
Michel Prazeres,WW,"5' 6""","67.0""",Orthodox,1,0,1,5.581,0.837,2.930,0.000,0.000,0.135,205,0.000,0.140,0.419,0.140,0,1,0.140,0.000,0.698,2.093,0.837,0.000,,,,,,,0,0,0,1,0
Justin Jaynes,LW,"5' 7""","68.0""",Orthodox,2,0,2,5.755,2.327,3.597,0.000,0.000,0.130,405,0.085,0.127,0.169,0.127,0.5,1,1.608,0.508,0.212,2.454,0.550,0.592,,,,,,1,0,0,1,0,0
Yancy Medeiros,LW,"5' 10""","75.0""",Orthodox,1,0,1,15.133,6.867,8.067,0.000,0.000,0.243,114,0.133,0.133,0.133,0.200,1,0.666666667,4.533,1.867,0.467,6.733,0.667,0.667,,,,,,1,0,0,0,0,0
Dhiego Lima,WW,"6' 2""","75.0""",Orthodox,2,0,2,11.288,3.994,6.773,0.000,0.043,0.038,162,0.000,0.043,0.217,0.434,0,0.1,1.476,0.912,1.606,5.253,1.346,0.174,,,,,,1,0,0,1,0,0
Aleksa Camur,LHW,"6' 1""","74.0""",Orthodox,1,0,1,11.067,6.800,4.733,0.000,0.000,0.000,292,0.000,0.067,0.133,0.333,0,0.2,4.533,1.933,0.333,4.333,0.133,0.267,,,,,,1,0,0,0,0,0
Roque Martinez,HW,"5' 10""","72.0""",Orthodox,1,0,1,20.600,4.267,5.267,0.000,0.000,0.288,263,0.000,0.067,0.000,0.467,No TD Att,0.142857143,3.200,1.000,0.067,2.867,1.933,0.467,,,,,,1,0,0,0,0,0
Nate Diaz,WW,"6' 0""","76.0""",Southpaw,1,0,1,8.920,3.040,3.080,0.000,0.000,0.075,299,0.000,0.160,0.000,0.200,No TD Att,0.8,2.080,0.640,0.320,1.920,0.240,0.920,,,,,,1,0,0,0,0,0
Demian Maia,WW,"6' 1""","72.0""",Southpaw,1,0,1,3.667,1.400,3.000,0.000,0.000,0.282,0,0.067,0.000,1.400,0.000,0.047619048,No TD Att,1.400,0.000,0.000,2.533,0.200,0.267,,,,,,1,0,0,0,0,0
Carlos Felipe,HW,"6' 0""","75.0""",Orthodox,2,2,0,11.133,5.700,7.200,0.000,0.000,0.024,113,0.000,0.000,0.033,0.100,0,0,3.667,1.767,0.267,4.533,1.333,1.333,,,,,,,2,0,0,0,0
Walt Harris,HW,"6' 5""","77.0""",Southpaw,1,0,1,10.000,5.610,0.976,0.000,0.000,0.024,138,0.000,0.244,0.000,0.488,No TD Att,0.5,4.146,1.463,0.000,0.488,0.488,0.000,,,,,,,0,0,1,0,0
Victor Rodriguez,FLW,"5' 5""","67.0""",Switch,1,0,1,3.000,0.000,6.000,0.000,1.000,0.000,2,0.000,0.000,0.000,0.000,No TD Att,No TD Att,0.000,0.000,0.000,4.000,1.000,1.000,,,,,,,0,0,1,0,0
Jacare Souza,MW,"6' 1""","72.0""",Orthodox,1,0,1,5.774,2.762,1.757,0.000,0.000,0.222,70,0.251,0.502,0.502,0.753,0.5,0.666666667,1.255,1.004,0.502,0.753,0.502,0.502,,,,,,,0,0,0,1,0
Kevin Aguilar,FW,"5' 7""","73.0""",Orthodox,1,0,1,13.067,5.400,6.600,0.000,0.000,0.058,185,0.000,0.200,0.133,0.267,0,0.75,3.000,2.067,0.333,3.933,1.400,1.267,,,,,,1,0,0,0,0,0
Maurice Greene,HW,"6' 7""","80.0""",Orthodox,1,0,1,4.800,0.333,0.933,0.000,0.000,0.000,846,0.000,0.200,0.000,0.267,No TD Att,0.75,0.200,0.067,0.067,0.733,0.133,0.067,,,,,,1,0,0,0,0,0
Gregor Gillespie,LW,"5' 7""","71.0""",Orthodox,1,1,0,7.107,4.569,3.147,0.000,0.000,0.525,66,0.406,0.000,0.812,0.203,0.5,0,3.756,0.711,0.102,3.147,0.000,0.000,,,,,,,0,1,0,0,0
Christian Aguilera,WW,"5' 9""","72.0""",Switch,1,0,1,5.233,0.349,1.744,0.000,0.000,0.186,52,0.000,0.000,0.349,1.047,0,0,0.349,0.000,0.000,1.047,0.349,0.349,,,,,,,0,0,0,1,0
KB Bhullar,MW,"6' 4""","78.0""",Switch,1,0,1,8.800,4.667,4.867,0.000,0.000,0.013,119,0.000,0.067,0.000,0.067,No TD Att,1,0.333,0.800,3.533,3.067,1.267,0.533,,,,,,1,0,0,0,0,0
Luke Sanders,FW,"5' 6""","67.0""",Southpaw,1,0,1,15.000,7.867,5.200,0.067,0.000,0.194,174,0.133,0.133,0.333,0.667,0.4,0.2,6.200,1.067,0.600,3.400,1.733,0.067,,,,,,1,0,0,0,0,0
Chris Weidman,MW,"6' 2""","78.0""",Orthodox,1,0,1,7.059,3.529,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,No TD Att,No TD Att,0.000,0.000,3.529,0.000,0.000,0.000,,,,,,,0,0,1,0,0
Stefan Sekulic,WW,"6' 0""","75.0""",Southpaw,1,0,1,3.933,2.200,3.267,0.000,0.000,0.138,25,0.200,0.067,0.467,0.067,0.428571429,1,0.933,0.333,0.933,1.867,0.667,0.733,,,,,,1,0,0,0,0,0
Luis Pena,LW,"6' 3""","75.0""",Southpaw,1,1,0,13.000,6.000,5.333,0.000,0.000,0.003,141,0.000,0.267,0.000,0.600,No TD Att,0.444444444,4.933,0.800,0.267,2.667,1.333,1.333,,,,,,,1,0,0,0,0
Alexander Munoz,LW,"5' 9""","72.0""",Switch,1,0,1,11.467,5.333,6.000,0.000,0.000,0.157,3,0.267,0.000,0.600,0.000,0.444444444,No TD Att,2.667,1.333,1.333,4.933,0.800,0.267,,,,,,1,0,0,0,0,0
Juan Espino,HW,"6' 3""","80.0""",,1,0,1,5.053,1.083,2.887,0.000,0.000,0.263,341,0.361,0.180,0.451,0.361,0.8,0.5,0.722,0.180,0.180,2.075,0.361,0.451,,,,,,1,0,0,0,0,0
Bartosz Fabinski,MW,"6' 0""","75.0""",Orthodox,1,0,1,11.500,3.000,4.000,0.000,0.000,0.108,86,0.500,0.000,0.500,0.000,1,No TD Att,1.000,2.000,0.000,3.500,0.500,0.000,,,,,,,0,0,0,1,0
Anthony Birchak,BW,"5' 8""","69.0""",Orthodox,1,0,1,9.054,2.762,5.985,0.000,0.307,0.069,274,0.000,0.614,0.153,0.921,0,0.666666667,1.688,0.614,0.460,4.757,0.767,0.460,,,,,,,0,0,1,0,0
Mike Perry,WW,"5' 10""","71.0""",Orthodox,1,0,1,9.133,4.067,8.600,0.000,0.000,0.188,0,0.133,0.000,0.267,0.067,0.5,0,1.800,0.933,1.333,6.000,0.733,1.867,,,,,,1,0,0,0,0,0
Yorgan De Castro,HW,"6' 0""","74.0""",Orthodox,1,0,1,4.945,0.659,3.297,0.000,0.330,0.044,40,0.000,0.000,0.000,0.330,No TD Att,0,0.659,0.000,0.000,0.989,0.330,1.978,,,,,,,0,0,1,0,0
Jarjis Danho,HW,"6' 3""","74.0""",Orthodox,1,1,0,3.956,3.297,0.659,0.330,0.000,0.220,8,0.000,0.000,0.330,0.000,0,No TD Att,0.989,0.330,1.978,0.659,0.000,0.000,,,,,,,0,1,0,0,0
Hunter Azure,BW,"5' 8""","69.0""",Orthodox,1,0,1,8.067,3.000,2.400,0.000,0.000,0.269,317,0.000,0.400,0.400,0.867,0,0.461538462,0.800,0.933,1.267,1.600,0.267,0.533,,,,,,1,0,0,0,0,0
Jordan Griffin,FW,"5' 10""","73.0""",Southpaw,1,0,1,5.133,2.200,2.400,0.000,0.000,0.420,138,0.267,0.000,0.467,0.000,0.571428571,No TD Att,1.467,0.600,0.133,1.267,0.533,0.600,,,,,,1,0,0,0,0,0
Stipe Miocic,HW,"6' 4""","80.0""",Orthodox,1,0,1,2.216,2.045,6.136,0.000,0.341,0.011,22,0.000,0.170,0.170,0.341,0,0.5,0.511,0.341,1.193,4.773,0.341,1.023,,,,,,,0,0,1,0,0
Tyrone Woodley,WW,,,,1,0,1,10.932,4.576,6.356,0.000,0.000,0.093,123,0.000,0.000,0.254,0.000,0,No TD Att,1.780,2.542,0.254,3.814,2.542,0.000,,,,,,,0,0,0,1,0
Thomas Almeida,BW,"5' 7""","70.0""",Southpaw,1,0,1,5.120,1.803,6.202,0.000,0.144,0.026,5,0.072,0.000,0.144,0.000,0.5,No TD Att,0.649,0.216,0.938,2.957,1.731,1.514,,,,,,,0,0,1,0,0
Abu Azaitar,MW,"5' 9""","76.0""",Orthodox,1,0,1,17.478,7.232,9.442,0.000,0.067,0.137,360,0.000,0.000,0.201,0.067,0,0,3.013,3.214,1.004,8.438,0.603,0.402,,,,,,,0,0,1,0,0
Jesse Strader,BW,"5' 7""","70.0""",Orthodox,1,0,1,12.712,7.119,7.627,0.000,1.017,0.008,16,0.000,0.000,0.000,0.000,No TD Att,No TD Att,1.525,1.525,4.068,5.593,1.017,1.017,,,,,,,0,0,1,0,0
Gavin Tucker,FW,"5' 6""","66.0""",Southpaw,1,0,1,2.727,2.727,2.727,0.000,2.727,0.000,1,0.000,0.000,0.000,0.000,No TD Att,No TD Att,0.000,0.000,2.727,2.727,0.000,0.000,,,,,,,0,0,1,0,0
Ray Rodriguez,BW,"5' 7""","70.0""",Orthodox,1,0,1,4.294,0.368,0.982,0.000,0.000,0.000,420,0.000,0.245,0.000,0.491,No TD Att,0.5,0.245,0.123,0.000,0.000,0.123,0.859,,,,,,,0,0,0,1,0
Joseph Benavidez,FLW,"5' 4""","65.0""",Southpaw,1,0,1,8.667,3.067,3.867,0.000,0.000,0.000,300,0.000,0.333,0.000,0.400,No TD Att,0.833333333,0.867,1.400,0.800,2.600,0.933,0.333,,,,,,1,0,0,0,0,0
Jordan Espinosa,FLW,"5' 6""","69.0""",Orthodox,1,0,1,2.333,0.867,1.667,0.000,0.000,0.000,799,0.000,0.267,0.000,0.467,No TD Att,0.571428571,0.467,0.267,0.133,0.933,0.667,0.067,,,,,,1,0,0,0,0,0
Aalon Cruz,LW,"6' 0""","78.0""",Switch,1,0,1,1.800,0.000,27.000,0.000,0.600,0.110,56,0.000,0.000,1.200,0.000,0,No TD Att,0.000,0.000,0.000,25.800,0.600,0.600,,,,,,,0,0,1,0,0
Jimmie Rivera,BW,"5' 4""","68.0""",Orthodox,1,0,1,12.867,4.333,6.267,0.000,0.000,0.004,3,0.067,0.000,0.333,0.000,0.2,No TD Att,3.200,0.267,0.867,2.333,1.267,2.667,,,,,,1,0,0,0,0,0
Vince Cachero,BW,"5' 6""","68.0""",Orthodox,1,0,1,4.354,1.187,6.095,0.000,0.000,0.047,469,0.000,0.633,0.158,0.712,0,0.888888889,0.633,0.237,0.317,4.195,1.108,0.792,,,,,,,0,0,1,0,0
Alistair Overeem,HW,"6' 4""","80.0""",Orthodox,1,0,1,2.817,1.408,7.606,0.000,0.141,0.035,11,0.000,0.000,0.141,0.000,0,No TD Att,0.423,0.282,0.704,6.620,0.423,0.563,,,,,,,0,0,1,0,0
Martin Day,FW,"5' 10""","73.0""",Orthodox,1,0,1,3.067,0.533,3.667,0.000,0.000,0.017,679,0.000,0.267,0.000,0.400,No TD Att,0.666666667,0.467,0.000,0.067,2.467,0.267,0.933,,,,,,1,0,0,0,0,0
Andrew Sanchez,MW,"6' 1""","74.0""",Orthodox,1,0,1,11.091,3.697,6.085,0.000,0.000,0.028,16,0.000,0.000,0.154,0.154,0,0,2.619,0.616,0.462,4.005,1.232,0.847,,,,,,,0,0,1,0,0
Antonio Carlos,MW,"6' 2""","79.0""",Orthodox,1,0,1,9.000,2.267,3.600,0.000,0.000,0.431,5,0.067,0.000,0.800,0.000,0.083333333,No TD Att,1.600,0.133,0.533,1.867,0.400,1.333,,,,,,1,0,0,0,0,0
Nik Lentz,FW,"5' 8""","68.0""",Orthodox,1,0,1,9.133,3.067,5.467,0.000,0.000,0.090,262,0.067,0.133,0.333,0.133,0.2,1,1.600,1.000,0.467,4.667,0.467,0.333,,,,,,1,0,0,0,0,0
Vinicius Moreira,LHW,"6' 4""","76.0""",Orthodox,1,0,1,7.434,4.248,4.248,0.000,0.177,0.000,0,0.000,0.000,0.000,0.000,No TD Att,No TD Att,0.708,1.770,1.770,3.186,1.062,0.000,,,,,,,0,0,1,0,0
Tom Breese,MW,"6' 3""","73.0""",Southpaw,1,0,1,1.796,0.150,3.741,0.000,0.000,0.150,274,0.000,0.299,0.150,0.748,0,0.4,0.000,0.150,0.000,3.441,0.150,0.150,,,,,,,0,0,0,1,0
Markus Perez,MW,"6' 1""","73.0""",Orthodox,1,0,1,5.000,1.667,1.933,0.000,0.000,0.290,406,0.000,0.067,0.067,0.133,0,0.5,0.467,1.000,0.200,1.133,0.800,0.000,,,,,,1,0,0,0,0,0
Matt Brown ,WW,,,,1,0,1,3.467,1.867,2.600,0.000,0.000,0.407,292,0.067,0.133,0.400,0.267,0.166666667,0.5,0.867,0.733,0.267,2.000,0.267,0.333,,,,,,1,0,0,0,0,0
david Zawada,WW,,,,1,0,1,12.667,2.933,3.533,0.000,0.000,0.140,268,0.067,0.267,0.067,0.600,1,0.444444444,1.600,0.400,0.933,2.400,0.867,0.267,,,,,,1,0,0,0,0,0
Jacob Kilburn,FW,"5' 9""","72.0""",Orthodox,1,0,1,14.400,4.267,6.333,0.000,0.067,0.077,228,0.067,0.067,1.200,0.133,0.055555556,0.5,3.133,0.533,0.600,5.400,0.667,0.267,,,,,,1,0,0,0,0,0
